Date,Adj Close,Close,High,Low,Open,Volume
2019-10-14,4.640357494,4.663249969,4.684249878,4.609749794,4.640999794,200040000.0
2023-11-15,48.86985016,,49.95999908,48.20000076,49.93500137,475497000.0
2020-09-03,,13.01550007,,12.87874985,13.82874966,945128000.0
2019-05-31,,3.386499882,3.496249914,3.384749889,3.428499937,
2019-08-22,4.261736393,4.287000179,4.333250046,4.247499943,4.290500164,303488000.0
2023-02-15,22.74745369,22.76399994,22.85499954,22.1060009,22.54899979,420575000.0
2017-06-13,3.73819828,3.785000086,3.869250059,,3.859999895,1672504000.0
2022-09-28,12.72348881,12.73600006,12.82299995,12.35400009,12.40999985,542414000.0
2020-01-10,6.082499981,6.107999802,6.213749886,6.09375,6.18324995,316296000.0
2021-06-03,16.93263245,16.96974945,17.25900078,16.58300018,16.70075035,580008000.0
2019-09-27,4.272920132,4.294000149,4.442500114,4.232999802,4.391499996,362056000.0
2024-07-08,,128.1999969,130.7700043,127.0400009,127.4899979,237677300.0
2022-06-13,15.6269865,15.64700031,16.31200027,15.60599995,16.0,604153000.0
2021-09-22,21.90188789,21.94099998,21.95999908,21.19599915,21.36599922,268726000.0
2021-12-15,30.40842628,30.45899963,30.5,27.83799934,28.39999962,698297000.0
2020-09-21,12.48187637,12.51725006,12.52250004,11.90450001,11.92500019,721044000.0
2018-02-05,5.284753323,5.34250021,,5.125,5.675000191,1165204000.0
2021-08-27,,22.63599968,22.72200012,22.16699982,22.18400002,304722000.0
2020-04-14,7.073342323,7.098750114,7.132999897,6.847249985,6.875,530948000.0
2021-10-13,20.90167427,20.93899918,20.98999977,20.71299934,20.91799927,180652000.0
2021-11-29,,33.37599945,33.41199875,32.0359993,32.36600113,454964000.0
2016-01-12,0.736369312,0.754499972,0.765500009,0.749249995,0.755249977,469356000.0
2022-08-23,,17.18099976,17.46500015,16.96999931,16.98900032,
2019-04-22,,4.711750031,4.727499962,4.602000237,4.633749962,279936000.0
2018-05-23,6.129201889,6.188499928,6.189750195,6.006249905,6.006999969,442956000.0
2020-10-23,13.55184174,13.59025002,13.59325027,,13.44999981,233484000.0
2022-08-10,,18.09700012,18.11800003,17.31699944,17.69799995,597422000.0
2020-09-04,,12.62250042,13.17500019,11.70475006,12.78374958,1463684000.0
2021-04-14,15.24358559,15.27700043,15.72049999,15.22749996,15.625,385500000.0
2025-01-29,123.6999969,123.6999969,,120.0500031,126.5,467120600.0
2020-03-19,,5.324250221,5.418250084,4.834750175,5.048999786,765512000.0
2019-05-08,4.317450047,4.34800005,4.428750038,4.288000107,4.300000191,419168000.0
2019-07-19,4.186184883,4.210999966,4.299499989,4.204999924,,
2016-09-08,,1.565999985,1.568500042,1.53550005,1.553249955,315808000.0
2017-01-27,2.753319979,2.794250011,2.797250032,2.721250057,2.748250008,
2024-05-30,110.4738617,110.5,115.8190002,,114.6500015,487350000.0
2017-12-21,4.844315529,4.897250175,4.948750019,4.888750076,4.923500061,300904000.0
2019-12-13,5.57637167,5.599750042,5.724500179,,5.604750156,454704000.0
2021-11-12,30.33582687,30.38999939,30.68000031,29.62999916,30.01000023,413054000.0
2023-10-24,,43.6629982,43.6969986,42.69100189,43.07699966,401463000.0
